name_1,name_2
DSnareDrum1_MelodicTom-bpm_60-rvb_2-offms_120-5a11,DSnareDrum1_MelodicTom-bpm_60-rvb_2-offms_1067-5a11
DSnareDrum1_MelodicTom-bpm_60-rvb_2-offms_120-5a11,DSnareDrum1_MelodicTom-bpm_60-rvb_2-offms_0-5a11
Agogo_MelodicTom-bpm_120-rvb_1-offms_700-5a12,Agogo_MelodicTom-bpm_120-rvb_1-offms_204-5a12
Agogo_MelodicTom-bpm_120-rvb_1-offms_700-5a12,Agogo_MelodicTom-bpm_120-rvb_1-offms_0-5a12
Agogo_MelodicTom-bpm_120-rvb_1-offms_700-5a12,Agogo_MelodicTom-bpm_120-rvb_1-offms_1067-5a12
Agogo_MelodicTom-bpm_120-rvb_1-offms_700-5a12,Agogo_MelodicTom-bpm_120-rvb_1-offms_120-5a12
Agogo_DSnareDrum1-bpm_120-rvb_2-offms_700-9a11,Agogo_DSnareDrum1-bpm_120-rvb_2-offms_204-9a11
Agogo_DSnareDrum1-bpm_120-rvb_2-offms_700-9a11,Agogo_DSnareDrum1-bpm_120-rvb_2-offms_0-9a11
Agogo_DSnareDrum1-bpm_120-rvb_2-offms_700-9a11,Agogo_DSnareDrum1-bpm_120-rvb_2-offms_1067-9a11
Woodblock_TaikoDrum-bpm_60-rvb_1-offms_120-2a5,Woodblock_TaikoDrum-bpm_60-rvb_1-offms_700-2a5
Woodblock_TaikoDrum-bpm_60-rvb_1-offms_120-2a5,Woodblock_TaikoDrum-bpm_60-rvb_1-offms_204-2a5
Woodblock_TaikoDrum-bpm_60-rvb_1-offms_120-2a5,Woodblock_TaikoDrum-bpm_60-rvb_1-offms_0-2a5
Woodblock_TaikoDrum-bpm_60-rvb_1-offms_120-2a5,Woodblock_TaikoDrum-bpm_60-rvb_1-offms_1067-2a5
TaikoDrum_Agogo-bpm_120-rvb_0-offms_120-6a7,TaikoDrum_Agogo-bpm_120-rvb_0-offms_700-6a7
TaikoDrum_Agogo-bpm_120-rvb_0-offms_120-6a7,TaikoDrum_Agogo-bpm_120-rvb_0-offms_1067-6a7
TaikoDrum_Agogo-bpm_120-rvb_0-offms_120-6a7,TaikoDrum_Agogo-bpm_120-rvb_0-offms_204-6a7
DSnareDrum1_Agogo-bpm_180-rvb_1-offms_204-2a5,DSnareDrum1_Agogo-bpm_180-rvb_1-offms_120-2a5
DSnareDrum1_Agogo-bpm_180-rvb_1-offms_204-2a5,DSnareDrum1_Agogo-bpm_180-rvb_1-offms_700-2a5
DSnareDrum1_Agogo-bpm_180-rvb_1-offms_204-2a5,DSnareDrum1_Agogo-bpm_180-rvb_1-offms_0-2a5
TaikoDrum_Woodblock-bpm_180-rvb_2-offms_1067-5a9,TaikoDrum_Woodblock-bpm_180-rvb_2-offms_120-5a9
TaikoDrum_Woodblock-bpm_180-rvb_2-offms_1067-5a9,TaikoDrum_Woodblock-bpm_180-rvb_2-offms_0-5a9
TaikoDrum_Woodblock-bpm_180-rvb_2-offms_1067-5a9,TaikoDrum_Woodblock-bpm_180-rvb_2-offms_204-5a9
Agogo_TaikoDrum-bpm_60-rvb_1-offms_120-2a7,Agogo_TaikoDrum-bpm_60-rvb_1-offms_1067-2a7
Agogo_TaikoDrum-bpm_60-rvb_1-offms_120-2a7,Agogo_TaikoDrum-bpm_60-rvb_1-offms_700-2a7
Agogo_TaikoDrum-bpm_60-rvb_1-offms_120-2a7,Agogo_TaikoDrum-bpm_60-rvb_1-offms_0-2a7
Agogo_TaikoDrum-bpm_60-rvb_1-offms_120-2a7,Agogo_TaikoDrum-bpm_60-rvb_1-offms_204-2a7
Woodblock_MelodicTom-bpm_120-rvb_0-offms_120-3a4,Woodblock_MelodicTom-bpm_120-rvb_0-offms_1067-3a4
Woodblock_MelodicTom-bpm_120-rvb_0-offms_120-3a4,Woodblock_MelodicTom-bpm_120-rvb_0-offms_204-3a4
